product_id,description,product_type,qantity_available
P006474,Chair Red leather,Livingroom,21
P006475,Table Oak,Livingroom,4
P006476,Couch Green cloth,Livingroom,10
P006477,Dining table Plastic,Kitchen,23
P006478,Stool Black ash,Kitchen,12
P006479,Chair Red leather,Livingroom,21
P006480,Table Oak,Livingroom,4
P006481,Couch Green cloth,Livingroom,10
P006482,Dining table Plastic,Kitchen,23
P006483,Stool Black ash,Kitchen,12
P006484,Chair Red leather,Livingroom,21
P006485,Table Oak,Livingroom,4
P006486,Couch Green cloth,Livingroom,10
P006487,Dining table Plastic,Kitchen,23
P006488,Stool Black ash,Kitchen,12
P006489,Chair Red leather,Livingroom,21
P006490,Table Oak,Livingroom,4
P006491,Couch Green cloth,Livingroom,10
P006492,Dining table Plastic,Kitchen,23
P006493,Stool Black ash,Kitchen,12
P006494,Chair Red leather,Livingroom,21
P006495,Table Oak,Livingroom,4
P006496,Couch Green cloth,Livingroom,10
P006497,Dining table Plastic,Kitchen,23
P006498,Stool Black ash,Kitchen,12
P006499,Chair Red leather,Livingroom,21
P006500,Table Oak,Livingroom,4
P006501,Couch Green cloth,Livingroom,10
P006502,Dining table Plastic,Kitchen,23
P006503,Stool Black ash,Kitchen,12
P006504,Chair Red leather,Livingroom,21
P006505,Table Oak,Livingroom,4
P006506,Couch Green cloth,Livingroom,10
P006507,Dining table Plastic,Kitchen,23
P006508,Stool Black ash,Kitchen,12
P006509,Chair Red leather,Livingroom,21
P006510,Table Oak,Livingroom,4
P006511,Couch Green cloth,Livingroom,10
P006512,Dining table Plastic,Kitchen,23
P006513,Stool Black ash,Kitchen,12
P006514,Chair Red leather,Livingroom,21
P006515,Table Oak,Livingroom,4
P006516,Couch Green cloth,Livingroom,10
P006517,Dining table Plastic,Kitchen,23
P006518,Stool Black ash,Kitchen,12
P006519,Chair Red leather,Livingroom,21
P006520,Table Oak,Livingroom,4
P006521,Couch Green cloth,Livingroom,10
P006522,Dining table Plastic,Kitchen,23
P006523,Stool Black ash,Kitchen,12
P006524,Chair Red leather,Livingroom,21
P006525,Table Oak,Livingroom,4
P006526,Couch Green cloth,Livingroom,10
P006527,Dining table Plastic,Kitchen,23
P006528,Stool Black ash,Kitchen,12
P006529,Chair Red leather,Livingroom,21
P006530,Table Oak,Livingroom,4
P006531,Couch Green cloth,Livingroom,10
P006532,Dining table Plastic,Kitchen,23
P006533,Stool Black ash,Kitchen,12
P006534,Chair Red leather,Livingroom,21
P006535,Table Oak,Livingroom,4
P006536,Couch Green cloth,Livingroom,10
P006537,Dining table Plastic,Kitchen,23
P006538,Stool Black ash,Kitchen,12
P006539,Chair Red leather,Livingroom,21
P006540,Table Oak,Livingroom,4
P006541,Couch Green cloth,Livingroom,10
P006542,Dining table Plastic,Kitchen,23
P006543,Stool Black ash,Kitchen,12
P006544,Chair Red leather,Livingroom,21
P006545,Table Oak,Livingroom,4
P006546,Couch Green cloth,Livingroom,10
P006547,Dining table Plastic,Kitchen,23
P006548,Stool Black ash,Kitchen,12
P006549,Chair Red leather,Livingroom,21
P006550,Table Oak,Livingroom,4
P006551,Couch Green cloth,Livingroom,10
P006552,Dining table Plastic,Kitchen,23
P006553,Stool Black ash,Kitchen,12
P006554,Chair Red leather,Livingroom,21
P006555,Table Oak,Livingroom,4
P006556,Couch Green cloth,Livingroom,10
P006557,Dining table Plastic,Kitchen,23
P006558,Stool Black ash,Kitchen,12
P006559,Chair Red leather,Livingroom,21
P006560,Table Oak,Livingroom,4
P006561,Couch Green cloth,Livingroom,10
P006562,Dining table Plastic,Kitchen,23
P006563,Stool Black ash,Kitchen,12
P006564,Chair Red leather,Livingroom,21
P006565,Table Oak,Livingroom,4
P006566,Couch Green cloth,Livingroom,10
P006567,Dining table Plastic,Kitchen,23
P006568,Stool Black ash,Kitchen,12
P006569,Chair Red leather,Livingroom,21
P006570,Table Oak,Livingroom,4
P006571,Couch Green cloth,Livingroom,10
P006572,Dining table Plastic,Kitchen,23
P006573,Stool Black ash,Kitchen,12
P006574,Chair Red leather,Livingroom,21
P006575,Table Oak,Livingroom,4
P006576,Couch Green cloth,Livingroom,10
P006577,Dining table Plastic,Kitchen,23
P006578,Stool Black ash,Kitchen,12
P006579,Chair Red leather,Livingroom,21
P006580,Table Oak,Livingroom,4
P006581,Couch Green cloth,Livingroom,10
P006582,Dining table Plastic,Kitchen,23
P006583,Stool Black ash,Kitchen,12
P006584,Chair Red leather,Livingroom,21
P006585,Table Oak,Livingroom,4
P006586,Couch Green cloth,Livingroom,10
P006587,Dining table Plastic,Kitchen,23
P006588,Stool Black ash,Kitchen,12
P006589,Chair Red leather,Livingroom,21
P006590,Table Oak,Livingroom,4
P006591,Couch Green cloth,Livingroom,10
P006592,Dining table Plastic,Kitchen,23
P006593,Stool Black ash,Kitchen,12
P006594,Chair Red leather,Livingroom,21
P006595,Table Oak,Livingroom,4
P006596,Couch Green cloth,Livingroom,10
P006597,Dining table Plastic,Kitchen,23
P006598,Stool Black ash,Kitchen,12
P006599,Chair Red leather,Livingroom,21
P006600,Table Oak,Livingroom,4
P006601,Couch Green cloth,Livingroom,10
P006602,Dining table Plastic,Kitchen,23
P006603,Stool Black ash,Kitchen,12
P006604,Chair Red leather,Livingroom,21
P006605,Table Oak,Livingroom,4
P006606,Couch Green cloth,Livingroom,10
P006607,Dining table Plastic,Kitchen,23
P006608,Stool Black ash,Kitchen,12
P006609,Chair Red leather,Livingroom,21
P006610,Table Oak,Livingroom,4
P006611,Couch Green cloth,Livingroom,10
P006612,Dining table Plastic,Kitchen,23
P006613,Stool Black ash,Kitchen,12
P006614,Chair Red leather,Livingroom,21
P006615,Table Oak,Livingroom,4
P006616,Couch Green cloth,Livingroom,10
P006617,Dining table Plastic,Kitchen,23
P006618,Stool Black ash,Kitchen,12
P006619,Chair Red leather,Livingroom,21
P006620,Table Oak,Livingroom,4
P006621,Couch Green cloth,Livingroom,10
P006622,Dining table Plastic,Kitchen,23
P006623,Stool Black ash,Kitchen,12
P006624,Chair Red leather,Livingroom,21
P006625,Table Oak,Livingroom,4
P006626,Couch Green cloth,Livingroom,10
P006627,Dining table Plastic,Kitchen,23
P006628,Stool Black ash,Kitchen,12
P006629,Chair Red leather,Livingroom,21
P006630,Table Oak,Livingroom,4
P006631,Couch Green cloth,Livingroom,10
P006632,Dining table Plastic,Kitchen,23
P006633,Stool Black ash,Kitchen,12
P006634,Chair Red leather,Livingroom,21
P006635,Table Oak,Livingroom,4
P006636,Couch Green cloth,Livingroom,10
P006637,Dining table Plastic,Kitchen,23
P006638,Stool Black ash,Kitchen,12
P006639,Chair Red leather,Livingroom,21
P006640,Table Oak,Livingroom,4
P006641,Couch Green cloth,Livingroom,10
P006642,Dining table Plastic,Kitchen,23
P006643,Stool Black ash,Kitchen,12
P006644,Chair Red leather,Livingroom,21
P006645,Table Oak,Livingroom,4
P006646,Couch Green cloth,Livingroom,10
P006647,Dining table Plastic,Kitchen,23
P006648,Stool Black ash,Kitchen,12
P006649,Chair Red leather,Livingroom,21
P006650,Table Oak,Livingroom,4
P006651,Couch Green cloth,Livingroom,10
P006652,Dining table Plastic,Kitchen,23
P006653,Stool Black ash,Kitchen,12
P006654,Chair Red leather,Livingroom,21
P006655,Table Oak,Livingroom,4
P006656,Couch Green cloth,Livingroom,10
P006657,Dining table Plastic,Kitchen,23
P006658,Stool Black ash,Kitchen,12
P006659,Chair Red leather,Livingroom,21
P006660,Table Oak,Livingroom,4
P006661,Couch Green cloth,Livingroom,10
P006662,Dining table Plastic,Kitchen,23
P006663,Stool Black ash,Kitchen,12
P006664,Chair Red leather,Livingroom,21
P006665,Table Oak,Livingroom,4
P006666,Couch Green cloth,Livingroom,10
P006667,Dining table Plastic,Kitchen,23
P006668,Stool Black ash,Kitchen,12
P006669,Chair Red leather,Livingroom,21
P006670,Table Oak,Livingroom,4
P006671,Couch Green cloth,Livingroom,10
P006672,Dining table Plastic,Kitchen,23
P006673,Stool Black ash,Kitchen,12
P006674,Chair Red leather,Livingroom,21
P006675,Table Oak,Livingroom,4
P006676,Couch Green cloth,Livingroom,10
P006677,Dining table Plastic,Kitchen,23
P006678,Stool Black ash,Kitchen,12
P006679,Chair Red leather,Livingroom,21
P006680,Table Oak,Livingroom,4
P006681,Couch Green cloth,Livingroom,10
P006682,Dining table Plastic,Kitchen,23
P006683,Stool Black ash,Kitchen,12
P006684,Chair Red leather,Livingroom,21
P006685,Table Oak,Livingroom,4
P006686,Couch Green cloth,Livingroom,10
P006687,Dining table Plastic,Kitchen,23
P006688,Stool Black ash,Kitchen,12
P006689,Chair Red leather,Livingroom,21
P006690,Table Oak,Livingroom,4
P006691,Couch Green cloth,Livingroom,10
P006692,Dining table Plastic,Kitchen,23
P006693,Stool Black ash,Kitchen,12
P006694,Chair Red leather,Livingroom,21
P006695,Table Oak,Livingroom,4
P006696,Couch Green cloth,Livingroom,10
P006697,Dining table Plastic,Kitchen,23
P006698,Stool Black ash,Kitchen,12
P006699,Chair Red leather,Livingroom,21
P006700,Table Oak,Livingroom,4
P006701,Couch Green cloth,Livingroom,10
P006702,Dining table Plastic,Kitchen,23
P006703,Stool Black ash,Kitchen,12
P006704,Chair Red leather,Livingroom,21
P006705,Table Oak,Livingroom,4
P006706,Couch Green cloth,Livingroom,10
P006707,Dining table Plastic,Kitchen,23
P006708,Stool Black ash,Kitchen,12
P006709,Chair Red leather,Livingroom,21
P006710,Table Oak,Livingroom,4
P006711,Couch Green cloth,Livingroom,10
P006712,Dining table Plastic,Kitchen,23
P006713,Stool Black ash,Kitchen,12
P006714,Chair Red leather,Livingroom,21
P006715,Table Oak,Livingroom,4
P006716,Couch Green cloth,Livingroom,10
P006717,Dining table Plastic,Kitchen,23
P006718,Stool Black ash,Kitchen,12
P006719,Chair Red leather,Livingroom,21
P006720,Table Oak,Livingroom,4
P006721,Couch Green cloth,Livingroom,10
P006722,Dining table Plastic,Kitchen,23
P006723,Stool Black ash,Kitchen,12
P006724,Chair Red leather,Livingroom,21
P006725,Table Oak,Livingroom,4
P006726,Couch Green cloth,Livingroom,10
P006727,Dining table Plastic,Kitchen,23
P006728,Stool Black ash,Kitchen,12
P006729,Chair Red leather,Livingroom,21
P006730,Table Oak,Livingroom,4
P006731,Couch Green cloth,Livingroom,10
P006732,Dining table Plastic,Kitchen,23
P006733,Stool Black ash,Kitchen,12
P006734,Chair Red leather,Livingroom,21
P006735,Table Oak,Livingroom,4
P006736,Couch Green cloth,Livingroom,10
P006737,Dining table Plastic,Kitchen,23
P006738,Stool Black ash,Kitchen,12
P006739,Chair Red leather,Livingroom,21
P006740,Table Oak,Livingroom,4
P006741,Couch Green cloth,Livingroom,10
P006742,Dining table Plastic,Kitchen,23
P006743,Stool Black ash,Kitchen,12
P006744,Chair Red leather,Livingroom,21
P006745,Table Oak,Livingroom,4
P006746,Couch Green cloth,Livingroom,10
P006747,Dining table Plastic,Kitchen,23
P006748,Stool Black ash,Kitchen,12
P006749,Chair Red leather,Livingroom,21
P006750,Table Oak,Livingroom,4
P006751,Couch Green cloth,Livingroom,10
P006752,Dining table Plastic,Kitchen,23
P006753,Stool Black ash,Kitchen,12
P006754,Chair Red leather,Livingroom,21
P006755,Table Oak,Livingroom,4
P006756,Couch Green cloth,Livingroom,10
P006757,Dining table Plastic,Kitchen,23
P006758,Stool Black ash,Kitchen,12
P006759,Chair Red leather,Livingroom,21
P006760,Table Oak,Livingroom,4
P006761,Couch Green cloth,Livingroom,10
P006762,Dining table Plastic,Kitchen,23
P006763,Stool Black ash,Kitchen,12
P006764,Chair Red leather,Livingroom,21
P006765,Table Oak,Livingroom,4
P006766,Couch Green cloth,Livingroom,10
P006767,Dining table Plastic,Kitchen,23
P006768,Stool Black ash,Kitchen,12
P006769,Chair Red leather,Livingroom,21
P006770,Table Oak,Livingroom,4
P006771,Couch Green cloth,Livingroom,10
P006772,Dining table Plastic,Kitchen,23
P006773,Stool Black ash,Kitchen,12
P006774,Chair Red leather,Livingroom,21
P006775,Table Oak,Livingroom,4
P006776,Couch Green cloth,Livingroom,10
P006777,Dining table Plastic,Kitchen,23
P006778,Stool Black ash,Kitchen,12
P006779,Chair Red leather,Livingroom,21
P006780,Table Oak,Livingroom,4
P006781,Couch Green cloth,Livingroom,10
P006782,Dining table Plastic,Kitchen,23
P006783,Stool Black ash,Kitchen,12
P006784,Chair Red leather,Livingroom,21
P006785,Table Oak,Livingroom,4
P006786,Couch Green cloth,Livingroom,10
P006787,Dining table Plastic,Kitchen,23
P006788,Stool Black ash,Kitchen,12
P006789,Chair Red leather,Livingroom,21
P006790,Table Oak,Livingroom,4
P006791,Couch Green cloth,Livingroom,10
P006792,Dining table Plastic,Kitchen,23
P006793,Stool Black ash,Kitchen,12
P006794,Chair Red leather,Livingroom,21
P006795,Table Oak,Livingroom,4
P006796,Couch Green cloth,Livingroom,10
P006797,Dining table Plastic,Kitchen,23
P006798,Stool Black ash,Kitchen,12
P006799,Chair Red leather,Livingroom,21
P006800,Table Oak,Livingroom,4
P006801,Couch Green cloth,Livingroom,10
P006802,Dining table Plastic,Kitchen,23
P006803,Stool Black ash,Kitchen,12
P006804,Chair Red leather,Livingroom,21
P006805,Table Oak,Livingroom,4
P006806,Couch Green cloth,Livingroom,10
P006807,Dining table Plastic,Kitchen,23
P006808,Stool Black ash,Kitchen,12
P006809,Chair Red leather,Livingroom,21
P006810,Table Oak,Livingroom,4
P006811,Couch Green cloth,Livingroom,10
P006812,Dining table Plastic,Kitchen,23
P006813,Stool Black ash,Kitchen,12
P006814,Chair Red leather,Livingroom,21
P006815,Table Oak,Livingroom,4
P006816,Couch Green cloth,Livingroom,10
P006817,Dining table Plastic,Kitchen,23
P006818,Stool Black ash,Kitchen,12
P006819,Chair Red leather,Livingroom,21
P006820,Table Oak,Livingroom,4
P006821,Couch Green cloth,Livingroom,10
P006822,Dining table Plastic,Kitchen,23
P006823,Stool Black ash,Kitchen,12
P006824,Chair Red leather,Livingroom,21
P006825,Table Oak,Livingroom,4
P006826,Couch Green cloth,Livingroom,10
P006827,Dining table Plastic,Kitchen,23
P006828,Stool Black ash,Kitchen,12
P006829,Chair Red leather,Livingroom,21
P006830,Table Oak,Livingroom,4
P006831,Couch Green cloth,Livingroom,10
P006832,Dining table Plastic,Kitchen,23
P006833,Stool Black ash,Kitchen,12
P006834,Chair Red leather,Livingroom,21
P006835,Table Oak,Livingroom,4
P006836,Couch Green cloth,Livingroom,10
P006837,Dining table Plastic,Kitchen,23
P006838,Stool Black ash,Kitchen,12
P006839,Chair Red leather,Livingroom,21
P006840,Table Oak,Livingroom,4
P006841,Couch Green cloth,Livingroom,10
P006842,Dining table Plastic,Kitchen,23
P006843,Stool Black ash,Kitchen,12
P006844,Chair Red leather,Livingroom,21
P006845,Table Oak,Livingroom,4
P006846,Couch Green cloth,Livingroom,10
P006847,Dining table Plastic,Kitchen,23
P006848,Stool Black ash,Kitchen,12
P006849,Chair Red leather,Livingroom,21
P006850,Table Oak,Livingroom,4
P006851,Couch Green cloth,Livingroom,10
P006852,Dining table Plastic,Kitchen,23
P006853,Stool Black ash,Kitchen,12
P006854,Chair Red leather,Livingroom,21
P006855,Table Oak,Livingroom,4
P006856,Couch Green cloth,Livingroom,10
P006857,Dining table Plastic,Kitchen,23
P006858,Stool Black ash,Kitchen,12
P006859,Chair Red leather,Livingroom,21
P006860,Table Oak,Livingroom,4
P006861,Couch Green cloth,Livingroom,10
P006862,Dining table Plastic,Kitchen,23
P006863,Stool Black ash,Kitchen,12
P006864,Chair Red leather,Livingroom,21
P006865,Table Oak,Livingroom,4
P006866,Couch Green cloth,Livingroom,10
P006867,Dining table Plastic,Kitchen,23
P006868,Stool Black ash,Kitchen,12
P006869,Chair Red leather,Livingroom,21
P006870,Table Oak,Livingroom,4
P006871,Couch Green cloth,Livingroom,10
P006872,Dining table Plastic,Kitchen,23
P006873,Stool Black ash,Kitchen,12
P006874,Chair Red leather,Livingroom,21
P006875,Table Oak,Livingroom,4
P006876,Couch Green cloth,Livingroom,10
P006877,Dining table Plastic,Kitchen,23
P006878,Stool Black ash,Kitchen,12
P006879,Chair Red leather,Livingroom,21
P006880,Table Oak,Livingroom,4
P006881,Couch Green cloth,Livingroom,10
P006882,Dining table Plastic,Kitchen,23
P006883,Stool Black ash,Kitchen,12
P006884,Chair Red leather,Livingroom,21
P006885,Table Oak,Livingroom,4
P006886,Couch Green cloth,Livingroom,10
P006887,Dining table Plastic,Kitchen,23
P006888,Stool Black ash,Kitchen,12
P006889,Chair Red leather,Livingroom,21
P006890,Table Oak,Livingroom,4
P006891,Couch Green cloth,Livingroom,10
P006892,Dining table Plastic,Kitchen,23
P006893,Stool Black ash,Kitchen,12
P006894,Chair Red leather,Livingroom,21
P006895,Table Oak,Livingroom,4
P006896,Couch Green cloth,Livingroom,10
P006897,Dining table Plastic,Kitchen,23
P006898,Stool Black ash,Kitchen,12
P006899,Chair Red leather,Livingroom,21
P006900,Table Oak,Livingroom,4
P006901,Couch Green cloth,Livingroom,10
P006902,Dining table Plastic,Kitchen,23
P006903,Stool Black ash,Kitchen,12
P006904,Chair Red leather,Livingroom,21
P006905,Table Oak,Livingroom,4
P006906,Couch Green cloth,Livingroom,10
P006907,Dining table Plastic,Kitchen,23
P006908,Stool Black ash,Kitchen,12
P006909,Chair Red leather,Livingroom,21
P006910,Table Oak,Livingroom,4
P006911,Couch Green cloth,Livingroom,10
P006912,Dining table Plastic,Kitchen,23
P006913,Stool Black ash,Kitchen,12
P006914,Chair Red leather,Livingroom,21
P006915,Table Oak,Livingroom,4
P006916,Couch Green cloth,Livingroom,10
P006917,Dining table Plastic,Kitchen,23
P006918,Stool Black ash,Kitchen,12
P006919,Chair Red leather,Livingroom,21
P006920,Table Oak,Livingroom,4
P006921,Couch Green cloth,Livingroom,10
P006922,Dining table Plastic,Kitchen,23
P006923,Stool Black ash,Kitchen,12
P006924,Chair Red leather,Livingroom,21
P006925,Table Oak,Livingroom,4
P006926,Couch Green cloth,Livingroom,10
P006927,Dining table Plastic,Kitchen,23
P006928,Stool Black ash,Kitchen,12
P006929,Chair Red leather,Livingroom,21
P006930,Table Oak,Livingroom,4
P006931,Couch Green cloth,Livingroom,10
P006932,Dining table Plastic,Kitchen,23
P006933,Stool Black ash,Kitchen,12
P006934,Chair Red leather,Livingroom,21
P006935,Table Oak,Livingroom,4
P006936,Couch Green cloth,Livingroom,10
P006937,Dining table Plastic,Kitchen,23
P006938,Stool Black ash,Kitchen,12
P006939,Chair Red leather,Livingroom,21
P006940,Table Oak,Livingroom,4
P006941,Couch Green cloth,Livingroom,10
P006942,Dining table Plastic,Kitchen,23
P006943,Stool Black ash,Kitchen,12
P006944,Chair Red leather,Livingroom,21
P006945,Table Oak,Livingroom,4
P006946,Couch Green cloth,Livingroom,10
P006947,Dining table Plastic,Kitchen,23
P006948,Stool Black ash,Kitchen,12
P006949,Chair Red leather,Livingroom,21
P006950,Table Oak,Livingroom,4
P006951,Couch Green cloth,Livingroom,10
P006952,Dining table Plastic,Kitchen,23
P006953,Stool Black ash,Kitchen,12
P006954,Chair Red leather,Livingroom,21
P006955,Table Oak,Livingroom,4
P006956,Couch Green cloth,Livingroom,10
P006957,Dining table Plastic,Kitchen,23
P006958,Stool Black ash,Kitchen,12
P006959,Chair Red leather,Livingroom,21
P006960,Table Oak,Livingroom,4
P006961,Couch Green cloth,Livingroom,10
P006962,Dining table Plastic,Kitchen,23
P006963,Chair Red leather,Livingroom,21
P006964,Table Oak,Livingroom,4
P006965,Couch Green cloth,Livingroom,10
P006966,Dining table Plastic,Kitchen,23
P006967,Stool Black ash,Kitchen,12
P006968,Chair Red leather,Livingroom,21
P006969,Table Oak,Livingroom,4
P006970,Couch Green cloth,Livingroom,10
P006971,Dining table Plastic,Kitchen,23
P006972,Stool Black ash,Kitchen,12
P006973,Chair Red leather,Livingroom,21
P006974,Table Oak,Livingroom,4
P006975,Couch Green cloth,Livingroom,10
P006976,Dining table Plastic,Kitchen,23
P006977,Stool Black ash,Kitchen,12
P006978,Chair Red leather,Livingroom,21
P006979,Table Oak,Livingroom,4
P006980,Couch Green cloth,Livingroom,10
P006981,Dining table Plastic,Kitchen,23
P006982,Stool Black ash,Kitchen,12
P006983,Chair Red leather,Livingroom,21
P006984,Table Oak,Livingroom,4
